[2026-05-01T11:42:32.976Z] GET http://localhost:5174/ → 200 (26ms, 374298B)
[2026-05-01T11:42:33.403Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/next-themes.js?v=f8e99630 → 200 (37ms, 4733B)
[2026-05-01T11:42:33.403Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/sonner.js?v=1fd7f2c7 → 200 (38ms, 58525B)
[2026-05-01T11:42:33.418Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-DA6N5A2T.js?v=3d05969e → 200 (32ms, 16344B)
[2026-05-01T11:42:33.438Z] GET http://localhost:5174/src/lib/utils.ts → 200 (6ms, 868B)
[2026-05-01T11:42:33.438Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/lucide-react.js?v=1208cab2 → 200 (18ms, 799252B)
[2026-05-01T11:42:33.438Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react.js?v=d7d0fff9 → 200 (7ms, 1582B)
[2026-05-01T11:42:33.438Z] GET http://localhost:5174/src/components/ui/button.tsx → 200 (11ms, 8712B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/ui/card.tsx → 200 (10ms, 11685B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/Navigation.tsx → 200 (13ms, 83272B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/HeroSection.tsx → 200 (12ms, 32135B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/NameOriginSection.tsx → 200 (13ms, 28246B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/AboutSection.tsx → 200 (15ms, 39276B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/FounderSection.tsx → 200 (15ms, 90535B)
[2026-05-01T11:42:33.439Z] GET http://localhost:5174/src/components/PromiseSection.tsx → 200 (16ms, 18228B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/EcosystemSection.tsx → 200 (16ms, 73000B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/ProductSection.tsx → 200 (17ms, 64136B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/CertificationSection.tsx → 200 (18ms, 33609B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/AssessmentSection.tsx → 200 (20ms, 104281B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/ContactSection.tsx → 200 (24ms, 21740B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/src/components/Footer.tsx → 200 (30ms, 8053B)
[2026-05-01T11:42:33.440Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/@radix-ui_react-tooltip.js?v=41c8d36b → 200 (32ms, 125037B)
[2026-05-01T11:42:33.444Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/clsx.js?v=172bd7bd → 200 (28ms, 1715B)
[2026-05-01T11:42:33.444Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/tailwind-merge.js?v=b5513cf0 → 200 (30ms, 99434B)
[2026-05-01T11:42:33.449Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/@radix-ui_react-slot.js?v=f0369b29 → 200 (23ms, 5275B)
[2026-05-01T11:42:33.449Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/class-variance-authority.js?v=4fd48944 → 200 (25ms, 2475B)
[2026-05-01T11:42:33.451Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/framer-motion.js?v=02b0ad3e → 200 (25ms, 432248B)
[2026-05-01T11:42:33.451Z] GET http://localhost:5174/src/lib/i18n.ts → 200 (25ms, 251312B)
[2026-05-01T11:42:33.475Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-U7P2NEEE.js?v=3d05969e → 200 (1ms, 626B)
[2026-05-01T11:42:33.475Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-HXSAPE4I.js?v=3d05969e → 200 (1ms, 1339B)
[2026-05-01T11:42:33.475Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-6LUNB4BT.js?v=3d05969e → 200 (1ms, 12861B)
[2026-05-01T11:42:33.571Z] GET http://localhost:5174/handaro_logo_light.svg → 200 (55ms, 3677B)
[2026-05-01T11:42:33.571Z] GET https://d2xsxph8kpxj0f.cloudfront.net/310519663325138416/6uQycx7vmjvWLhEUm478jc/about-section-5A8m4nvRbHVH4VzX3cdaBw.webp → 200 (91ms, 90646B)
[2026-05-01T11:42:33.571Z] GET http://localhost:5174/images/sangdo_han_profile.jpg → 200 (56ms, 374298B)
[2026-05-01T11:42:33.571Z] GET http://localhost:5174/handaro_logo_dark.svg → 200 (56ms, 3677B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (219ms, 48432B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.117.woff2 → 200 (290ms, 36412B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.118.woff2 → 200 (155ms, 31096B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXRudj1cFxOHU.woff2 → 200 (205ms, 34732B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.113.woff2 → 200 (179ms, 41572B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.119.woff2 → 200 (290ms, 23952B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.116.woff2 → 200 (193ms, 39008B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.114.woff2 → 200 (243ms, 40148B)
[2026-05-01T11:42:33.625Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.115.woff2 → 200 (282ms, 38656B)
[2026-05-01T11:42:33.626Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.109.woff2 → 200 (239ms, 41484B)
[2026-05-01T11:42:35.332Z] POST http://localhost:5174/__manus__/logs → 200 (5ms, 16B)
[2026-05-01T11:45:04.955Z] GET http://localhost:5174/src/index.css?t=1777635904949 → 200 (47ms, 221042B)
[2026-05-01T11:45:04.955Z] GET http://localhost:5174/src/components/Navigation.tsx?t=1777635904949 → 200 (79ms, 88556B)
[2026-05-01T11:45:05.321Z] POST http://localhost:5174/__manus__/logs → 200 (2ms, 16B)
[2026-05-01T11:45:09.518Z] GET http://localhost:5174/src/index.css?t=1777635909519 → 200 (31ms, 221042B)
[2026-05-01T11:45:09.519Z] GET http://localhost:5174/src/components/Navigation.tsx?t=1777635909519 → 200 (80ms, 88601B)
[2026-05-01T11:45:11.322Z] POST http://localhost:5174/__manus__/logs → 200 (1ms, 16B)
[2026-05-01T11:45:13.552Z] GET http://localhost:5174/src/index.css?t=1777635913553 → 200 (27ms, 221042B)
[2026-05-01T11:45:13.552Z] GET http://localhost:5174/src/components/Navigation.tsx?t=1777635913553 → 200 (32ms, 88631B)
[2026-05-01T11:45:15.323Z] POST http://localhost:5174/__manus__/logs → 200 (7ms, 16B)
[2026-05-01T11:50:49.146Z] GET http://localhost:5174/ → 200 (7ms, 374314B)
[2026-05-01T11:50:49.156Z] GET http://localhost:5174/@vite/client → 200 (13ms, 179205B)
[2026-05-01T11:50:49.156Z] GET https://fonts.googleapis.com/css2?family=Noto+Serif+KR:wght@400;600;700;900&family=Inter:wght@300;400;500;600;700;800;900&display=swap → 200 (1ms, 399633B)
[2026-05-01T11:50:49.157Z] GET http://localhost:5174/__manus__/debug-collector.js → 304 (13ms, ?B)
[2026-05-01T11:50:49.157Z] GET http://localhost:5174/src/main.tsx?t=1777635913553 → 200 (12ms, 1646B)
[2026-05-01T11:50:49.157Z] GET http://localhost:5174/%VITE_ANALYTICS_ENDPOINT%/umami → 404 (12ms, ?B)
[2026-05-01T11:50:49.162Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.162Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.109.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.162Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.113.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.163Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.114.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.163Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.115.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.163Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.116.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.165Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.117.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.165Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.118.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.167Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.119.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.167Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXRudj1cFxOHU.woff2 → 200 (?ms, ?B)
[2026-05-01T11:50:49.169Z] GET http://localhost:5174/@react-refresh → 200 (4ms, 111894B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=d7d0fff9 → 200 (?ms, 12505B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react-dom_client.js?v=8de2d78f → 200 (?ms, 1005474B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/src/App.tsx?t=1777635913553 → 200 (1ms, 9043B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/src/index.css?t=1777635913553 → 304 (1ms, ?B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/vite/dist/client/env.mjs → 200 (2ms, 3478B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-OTTQSYDI.js?v=3d05969e → 200 (?ms, 45629B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-PR4QN5HX.js?v=3d05969e → 200 (?ms, 10123B)
[2026-05-01T11:50:49.173Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-DA6N5A2T.js?v=3d05969e → 200 (?ms, 16344B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/components/ui/sonner.tsx → 200 (1ms, 4550B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/components/ui/tooltip.tsx → 200 (2ms, 10260B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/pages/NotFound.tsx → 200 (3ms, 11910B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/wouter.js?v=14d8c4ce → 200 (?ms, 15931B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/components/ErrorBoundary.tsx → 200 (5ms, 10055B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/contexts/ThemeContext.tsx → 200 (3ms, 7630B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/pages/Home.tsx?t=1777635913553 → 200 (3ms, 10432B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/pages/HomeEn.tsx?t=1777635913553 → 200 (3ms, 10362B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/pages/HomeZh.tsx?t=1777635913553 → 200 (4ms, 10362B)
[2026-05-01T11:50:49.174Z] GET http://localhost:5174/src/pages/HomeJp.tsx?t=1777635913553 → 200 (3ms, 10362B)
[2026-05-01T11:50:49.175Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/next-themes.js?v=f8e99630 → 200 (1ms, 4733B)
[2026-05-01T11:50:49.176Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/sonner.js?v=1fd7f2c7 → 200 (?ms, 58525B)
[2026-05-01T11:50:49.176Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/@radix-ui_react-tooltip.js?v=41c8d36b → 200 (?ms, 125037B)
[2026-05-01T11:50:49.176Z] GET http://localhost:5174/src/lib/utils.ts → 200 (2ms, 868B)
[2026-05-01T11:50:49.176Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-HXSAPE4I.js?v=3d05969e → 200 (?ms, 1339B)
[2026-05-01T11:50:49.176Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-6LUNB4BT.js?v=3d05969e → 200 (?ms, 12861B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/Navigation.tsx?t=1777635913553 → 304 (1ms, ?B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/HeroSection.tsx → 200 (4ms, 32135B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/NameOriginSection.tsx → 200 (4ms, 28246B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/AboutSection.tsx → 200 (4ms, 39276B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/FounderSection.tsx → 200 (2ms, 90535B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/PromiseSection.tsx → 200 (2ms, 18228B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/EcosystemSection.tsx → 200 (5ms, 73000B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/ProductSection.tsx → 200 (4ms, 64136B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/CertificationSection.tsx → 200 (4ms, 33609B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/AssessmentSection.tsx → 200 (5ms, 104281B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/ContactSection.tsx → 200 (4ms, 21740B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/src/components/Footer.tsx → 200 (5ms, 8053B)
[2026-05-01T11:50:49.177Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react.js?v=d7d0fff9 → 200 (?ms, 1582B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/src/components/ui/button.tsx → 200 (4ms, 8712B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/src/components/ui/card.tsx → 200 (5ms, 11685B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/lucide-react.js?v=1208cab2 → 200 (?ms, 799252B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/src/lib/i18n.ts → 200 (6ms, 251312B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/clsx.js?v=172bd7bd → 200 (?ms, 1715B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/tailwind-merge.js?v=b5513cf0 → 200 (?ms, 99434B)
[2026-05-01T11:50:49.178Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/chunk-U7P2NEEE.js?v=3d05969e → 200 (?ms, 626B)
[2026-05-01T11:50:49.179Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/framer-motion.js?v=02b0ad3e → 200 (?ms, 432248B)
[2026-05-01T11:50:49.182Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/@radix-ui_react-slot.js?v=f0369b29 → 200 (?ms, 5275B)
[2026-05-01T11:50:49.182Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/class-variance-authority.js?v=4fd48944 → 200 (?ms, 2475B)
[2026-05-01T11:50:49.244Z] GET http://localhost:5174/handaro_logo_light.svg → 304 (?ms, ?B)
[2026-05-01T11:50:49.244Z] GET https://d2xsxph8kpxj0f.cloudfront.net/310519663325138416/6uQycx7vmjvWLhEUm478jc/about-section-5A8m4nvRbHVH4VzX3cdaBw.webp → 200 (?ms, 90646B)
[2026-05-01T11:50:49.244Z] GET http://localhost:5174/handaro_logo_dark.svg → 304 (?ms, ?B)
[2026-05-01T11:50:49.244Z] GET http://localhost:5174/images/sangdo_han_profile.jpg → 200 (18ms, 374314B)
[2026-05-01T11:50:51.166Z] POST http://localhost:5174/__manus__/logs → 200 (2ms, 16B)
[2026-05-01T11:58:22.716Z] GET http://localhost:5174/en → 200 (6ms, 374314B)
[2026-05-01T11:58:22.726Z] GET http://localhost:5174/@vite/client → 200 (28ms, 179205B)
[2026-05-01T11:58:22.726Z] GET https://fonts.googleapis.com/css2?family=Noto+Serif+KR:wght@400;600;700;900&family=Inter:wght@300;400;500;600;700;800;900&display=swap → 200 (?ms, 399633B)
[2026-05-01T11:58:22.726Z] GET http://localhost:5174/__manus__/debug-collector.js → 304 (28ms, ?B)
[2026-05-01T11:58:22.726Z] GET http://localhost:5174/src/main.tsx?t=1777635913553 → 200 (28ms, 1646B)
[2026-05-01T11:58:22.726Z] GET http://localhost:5174/%VITE_ANALYTICS_ENDPOINT%/umami → 404 (28ms, ?B)
[2026-05-01T11:58:22.745Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.745Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.109.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.746Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.113.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.746Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.114.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.746Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.115.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.746Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.116.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.750Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.117.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.750Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.118.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.752Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXduVp0uNzcmdRk6NBSYsXpcC_HIoOgGv0PTY.119.woff2 → 200 (1ms, ?B)
[2026-05-01T11:58:22.753Z] GET https://fonts.gstatic.com/s/notoserifkr/v31/3Jn7SDn90Gmq2mr3blnHaTZXRudj1cFxOHU.woff2 → 200 (?ms, ?B)
[2026-05-01T11:58:22.754Z] GET http://localhost:5174/@react-refresh → 200 (3ms, 111894B)
[2026-05-01T11:58:22.757Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/vite/dist/client/env.mjs → 200 (1ms, 3478B)
[2026-05-01T11:58:22.757Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=d7d0fff9 → 200 (?ms, 12505B)
[2026-05-01T11:58:22.757Z] GET http://localhost:5174/@fs/Users/sangdo/Desktop/HandaroAI/development/handaroai-web/src/node_modules/.vite/deps/react-dom_client.js?v=8de2d78f → 200 (?ms, 1005474B)
[2026-05-01T11:58:22.758Z] GET http://localhost:5174/src/App.tsx?t=1777635913553 → 200 (1ms, 9043B)
